session_date,xnas_close_utc,btc_candle_start,btc_close_at_xnas,matched
2025-08-01,2025-08-01 20:00:00+00:00,2025-08-01 19:00:00+00:00,113247.92,True
2025-08-04,2025-08-04 20:00:00+00:00,2025-08-04 19:00:00+00:00,114746.95,True
2025-08-05,2025-08-05 20:00:00+00:00,2025-08-05 19:00:00+00:00,113602.75,True
2025-08-06,2025-08-06 20:00:00+00:00,2025-08-06 19:00:00+00:00,115295.57,True
2025-08-07,2025-08-07 20:00:00+00:00,2025-08-07 19:00:00+00:00,117525.79,True
2025-08-08,2025-08-08 20:00:00+00:00,2025-08-08 19:00:00+00:00,116467.8,True
2025-08-11,2025-08-11 20:00:00+00:00,2025-08-11 19:00:00+00:00,119068.36,True
2025-08-12,2025-08-12 20:00:00+00:00,2025-08-12 19:00:00+00:00,119655.97,True
2025-08-13,2025-08-13 20:00:00+00:00,2025-08-13 19:00:00+00:00,122804.64,True
2025-08-14,2025-08-14 20:00:00+00:00,2025-08-14 19:00:00+00:00,117997.18,True
2025-08-15,2025-08-15 20:00:00+00:00,2025-08-15 19:00:00+00:00,116997.52,True
2025-08-18,2025-08-18 20:00:00+00:00,2025-08-18 19:00:00+00:00,116365.53,True
2025-08-19,2025-08-19 20:00:00+00:00,2025-08-19 19:00:00+00:00,113105.4,True
2025-08-20,2025-08-20 20:00:00+00:00,2025-08-20 19:00:00+00:00,114279.3,True
2025-08-21,2025-08-21 20:00:00+00:00,2025-08-21 19:00:00+00:00,112160.29,True
2025-08-22,2025-08-22 20:00:00+00:00,2025-08-22 19:00:00+00:00,116648.95,True
2025-08-25,2025-08-25 20:00:00+00:00,2025-08-25 19:00:00+00:00,110693.42,True
2025-08-26,2025-08-26 20:00:00+00:00,2025-08-26 19:00:00+00:00,111125.26,True
2025-08-27,2025-08-27 20:00:00+00:00,2025-08-27 19:00:00+00:00,112078.96,True
2025-08-28,2025-08-28 20:00:00+00:00,2025-08-28 19:00:00+00:00,111905.45,True
2025-08-29,2025-08-29 20:00:00+00:00,2025-08-29 19:00:00+00:00,108213.98,True
2025-09-02,2025-09-02 20:00:00+00:00,2025-09-02 19:00:00+00:00,110809.89,True
2025-09-03,2025-09-03 20:00:00+00:00,2025-09-03 19:00:00+00:00,112240.18,True
2025-09-04,2025-09-04 20:00:00+00:00,2025-09-04 19:00:00+00:00,109808.31,True
2025-09-05,2025-09-05 20:00:00+00:00,2025-09-05 19:00:00+00:00,111630.22,True
2025-09-08,2025-09-08 20:00:00+00:00,2025-09-08 19:00:00+00:00,112107.76,True
2025-09-09,2025-09-09 20:00:00+00:00,2025-09-09 19:00:00+00:00,111305.71,True
2025-09-10,2025-09-10 20:00:00+00:00,2025-09-10 19:00:00+00:00,113610.0,True
2025-09-11,2025-09-11 20:00:00+00:00,2025-09-11 19:00:00+00:00,114464.0,True
2025-09-12,2025-09-12 20:00:00+00:00,2025-09-12 19:00:00+00:00,116793.73,True
2025-09-15,2025-09-15 20:00:00+00:00,2025-09-15 19:00:00+00:00,115327.01,True
2025-09-16,2025-09-16 20:00:00+00:00,2025-09-16 19:00:00+00:00,116866.13,True
2025-09-17,2025-09-17 20:00:00+00:00,2025-09-17 19:00:00+00:00,115699.28,True
2025-09-18,2025-09-18 20:00:00+00:00,2025-09-18 19:00:00+00:00,117503.13,True
2025-09-19,2025-09-19 20:00:00+00:00,2025-09-19 19:00:00+00:00,115166.0,True
2025-09-22,2025-09-22 20:00:00+00:00,2025-09-22 19:00:00+00:00,112192.0,True
2025-09-23,2025-09-23 20:00:00+00:00,2025-09-23 19:00:00+00:00,111679.02,True
2025-09-24,2025-09-24 20:00:00+00:00,2025-09-24 19:00:00+00:00,113477.89,True
2025-09-25,2025-09-25 20:00:00+00:00,2025-09-25 19:00:00+00:00,109391.38,True
2025-09-26,2025-09-26 20:00:00+00:00,2025-09-26 19:00:00+00:00,109218.56,True
2025-09-29,2025-09-29 20:00:00+00:00,2025-09-29 19:00:00+00:00,114325.41,True
2025-09-30,2025-09-30 20:00:00+00:00,2025-09-30 19:00:00+00:00,114378.49,True
2025-10-01,2025-10-01 20:00:00+00:00,2025-10-01 19:00:00+00:00,117501.25,True
2025-10-02,2025-10-02 20:00:00+00:00,2025-10-02 19:00:00+00:00,120932.04,True
2025-10-03,2025-10-03 20:00:00+00:00,2025-10-03 19:00:00+00:00,122778.0,True
2025-10-06,2025-10-06 20:00:00+00:00,2025-10-06 19:00:00+00:00,125474.93,True
2025-10-07,2025-10-07 20:00:00+00:00,2025-10-07 19:00:00+00:00,121695.48,True
2025-10-08,2025-10-08 20:00:00+00:00,2025-10-08 19:00:00+00:00,123467.99,True
2025-10-09,2025-10-09 20:00:00+00:00,2025-10-09 19:00:00+00:00,121040.0,True
2025-10-10,2025-10-10 20:00:00+00:00,2025-10-10 19:00:00+00:00,116670.01,True
2025-10-13,2025-10-13 20:00:00+00:00,2025-10-13 19:00:00+00:00,115899.11,True
2025-10-14,2025-10-14 20:00:00+00:00,2025-10-14 19:00:00+00:00,112664.75,True
2025-10-15,2025-10-15 20:00:00+00:00,2025-10-15 19:00:00+00:00,111318.21,True
2025-10-16,2025-10-16 20:00:00+00:00,2025-10-16 19:00:00+00:00,108246.33,True
2025-10-17,2025-10-17 20:00:00+00:00,2025-10-17 19:00:00+00:00,106484.0,True
2025-10-20,2025-10-20 20:00:00+00:00,2025-10-20 19:00:00+00:00,110840.0,True
2025-10-21,2025-10-21 20:00:00+00:00,2025-10-21 19:00:00+00:00,111841.0,True
2025-10-22,2025-10-22 20:00:00+00:00,2025-10-22 19:00:00+00:00,107846.83,True
2025-10-23,2025-10-23 20:00:00+00:00,2025-10-23 19:00:00+00:00,110247.6,True
2025-10-24,2025-10-24 20:00:00+00:00,2025-10-24 19:00:00+00:00,110624.14,True
2025-10-27,2025-10-27 20:00:00+00:00,2025-10-27 19:00:00+00:00,114950.0,True
2025-10-28,2025-10-28 20:00:00+00:00,2025-10-28 19:00:00+00:00,113687.51,True
2025-10-29,2025-10-29 20:00:00+00:00,2025-10-29 19:00:00+00:00,110644.31,True
2025-10-30,2025-10-30 20:00:00+00:00,2025-10-30 19:00:00+00:00,106491.99,True
2025-10-31,2025-10-31 20:00:00+00:00,2025-10-31 19:00:00+00:00,109756.29,True
2025-11-03,2025-11-03 21:00:00+00:00,2025-11-03 20:00:00+00:00,106632.31,True
2025-11-04,2025-11-04 21:00:00+00:00,2025-11-04 20:00:00+00:00,100680.87,True
2025-11-05,2025-11-05 21:00:00+00:00,2025-11-05 20:00:00+00:00,103841.98,True
2025-11-06,2025-11-06 21:00:00+00:00,2025-11-06 20:00:00+00:00,100860.0,True
2025-11-07,2025-11-07 21:00:00+00:00,2025-11-07 20:00:00+00:00,103749.09,True
2025-11-10,2025-11-10 21:00:00+00:00,2025-11-10 20:00:00+00:00,105985.94,True
2025-11-11,2025-11-11 21:00:00+00:00,2025-11-11 20:00:00+00:00,102771.54,True
2025-11-12,2025-11-12 21:00:00+00:00,2025-11-12 20:00:00+00:00,101519.99,True
2025-11-13,2025-11-13 21:00:00+00:00,2025-11-13 20:00:00+00:00,98090.0,True
2025-11-14,2025-11-14 21:00:00+00:00,2025-11-14 20:00:00+00:00,94287.01,True
2025-11-17,2025-11-17 21:00:00+00:00,2025-11-17 20:00:00+00:00,91787.28,True
2025-11-18,2025-11-18 21:00:00+00:00,2025-11-18 20:00:00+00:00,92748.97,True
2025-11-19,2025-11-19 21:00:00+00:00,2025-11-19 20:00:00+00:00,89413.61,True
2025-11-20,2025-11-20 21:00:00+00:00,2025-11-20 20:00:00+00:00,86333.83,True
2025-11-21,2025-11-21 21:00:00+00:00,2025-11-21 20:00:00+00:00,84487.2,True
2025-11-24,2025-11-24 21:00:00+00:00,2025-11-24 20:00:00+00:00,89072.01,True
2025-11-25,2025-11-25 21:00:00+00:00,2025-11-25 20:00:00+00:00,87343.65,True
2025-11-26,2025-11-26 21:00:00+00:00,2025-11-26 20:00:00+00:00,89856.06,True
2025-11-28,2025-11-28 18:00:00+00:00,2025-11-28 17:00:00+00:00,90673.19,True
2025-12-01,2025-12-01 21:00:00+00:00,2025-12-01 20:00:00+00:00,85511.18,True
2025-12-02,2025-12-02 21:00:00+00:00,2025-12-02 20:00:00+00:00,91070.79,True
2025-12-03,2025-12-03 21:00:00+00:00,2025-12-03 20:00:00+00:00,92991.75,True
2025-12-04,2025-12-04 21:00:00+00:00,2025-12-04 20:00:00+00:00,92523.07,True
2025-12-05,2025-12-05 21:00:00+00:00,2025-12-05 20:00:00+00:00,89321.7,True
2025-12-08,2025-12-08 21:00:00+00:00,2025-12-08 20:00:00+00:00,90813.85,True
2025-12-09,2025-12-09 21:00:00+00:00,2025-12-09 20:00:00+00:00,93136.46,True
2025-12-10,2025-12-10 21:00:00+00:00,2025-12-10 20:00:00+00:00,92498.32,True
2025-12-11,2025-12-11 21:00:00+00:00,2025-12-11 20:00:00+00:00,91808.02,True
2025-12-12,2025-12-12 21:00:00+00:00,2025-12-12 20:00:00+00:00,90220.0,True
2025-12-15,2025-12-15 21:00:00+00:00,2025-12-15 20:00:00+00:00,85757.01,True
2025-12-16,2025-12-16 21:00:00+00:00,2025-12-16 20:00:00+00:00,87552.02,True
2025-12-17,2025-12-17 21:00:00+00:00,2025-12-17 20:00:00+00:00,85857.38,True
2025-12-18,2025-12-18 21:00:00+00:00,2025-12-18 20:00:00+00:00,84558.65,True
2025-12-19,2025-12-19 21:00:00+00:00,2025-12-19 20:00:00+00:00,88021.73,True
2025-12-22,2025-12-22 21:00:00+00:00,2025-12-22 20:00:00+00:00,88294.02,True
2025-12-23,2025-12-23 21:00:00+00:00,2025-12-23 20:00:00+00:00,87613.32,True
2025-12-24,2025-12-24 18:00:00+00:00,2025-12-24 17:00:00+00:00,87257.34,True
2025-12-26,2025-12-26 21:00:00+00:00,2025-12-26 20:00:00+00:00,87507.92,True
2025-12-29,2025-12-29 21:00:00+00:00,2025-12-29 20:00:00+00:00,87076.36,True
2025-12-30,2025-12-30 21:00:00+00:00,2025-12-30 20:00:00+00:00,87836.94,True
2025-12-31,2025-12-31 21:00:00+00:00,2025-12-31 20:00:00+00:00,87523.98,True
2026-01-02,2026-01-02 21:00:00+00:00,2026-01-02 20:00:00+00:00,89693.1,True
2026-01-05,2026-01-05 21:00:00+00:00,2026-01-05 20:00:00+00:00,94194.02,True
2026-01-06,2026-01-06 21:00:00+00:00,2026-01-06 20:00:00+00:00,92447.52,True
2026-01-07,2026-01-07 21:00:00+00:00,2026-01-07 20:00:00+00:00,90930.07,True
2026-01-08,2026-01-08 21:00:00+00:00,2026-01-08 20:00:00+00:00,90847.09,True
2026-01-09,2026-01-09 21:00:00+00:00,2026-01-09 20:00:00+00:00,90195.99,True
2026-01-12,2026-01-12 21:00:00+00:00,2026-01-12 20:00:00+00:00,91409.51,True
2026-01-13,2026-01-13 21:00:00+00:00,2026-01-13 20:00:00+00:00,94411.91,True
2026-01-14,2026-01-14 21:00:00+00:00,2026-01-14 20:00:00+00:00,97676.01,True
2026-01-15,2026-01-15 21:00:00+00:00,2026-01-15 20:00:00+00:00,95225.99,True
2026-01-16,2026-01-16 21:00:00+00:00,2026-01-16 20:00:00+00:00,95536.0,True
2026-01-20,2026-01-20 21:00:00+00:00,2026-01-20 20:00:00+00:00,89592.06,True
2026-01-21,2026-01-21 21:00:00+00:00,2026-01-21 20:00:00+00:00,90136.01,True
2026-01-22,2026-01-22 21:00:00+00:00,2026-01-22 20:00:00+00:00,89312.0,True
2026-01-23,2026-01-23 21:00:00+00:00,2026-01-23 20:00:00+00:00,89395.04,True
2026-01-26,2026-01-26 21:00:00+00:00,2026-01-26 20:00:00+00:00,87528.0,True
2026-01-27,2026-01-27 21:00:00+00:00,2026-01-27 20:00:00+00:00,89297.98,True
2026-01-28,2026-01-28 21:00:00+00:00,2026-01-28 20:00:00+00:00,88997.89,True
2026-01-29,2026-01-29 21:00:00+00:00,2026-01-29 20:00:00+00:00,84043.29,True
2026-01-30,2026-01-30 21:00:00+00:00,2026-01-30 20:00:00+00:00,83738.0,True
2026-02-02,2026-02-02 21:00:00+00:00,2026-02-02 20:00:00+00:00,77941.95,True
2026-02-03,2026-02-03 21:00:00+00:00,2026-02-03 20:00:00+00:00,76370.3,True
2026-02-04,2026-02-04 21:00:00+00:00,2026-02-04 20:00:00+00:00,73337.99,True
2026-02-05,2026-02-05 21:00:00+00:00,2026-02-05 20:00:00+00:00,63620.01,True
2026-02-06,2026-02-06 21:00:00+00:00,2026-02-06 20:00:00+00:00,69963.99,True
2026-02-09,2026-02-09 21:00:00+00:00,2026-02-09 20:00:00+00:00,70707.99,True
2026-02-10,2026-02-10 21:00:00+00:00,2026-02-10 20:00:00+00:00,68708.94,True
2026-02-11,2026-02-11 21:00:00+00:00,2026-02-11 20:00:00+00:00,67517.41,True
2026-02-12,2026-02-12 21:00:00+00:00,2026-02-12 20:00:00+00:00,65362.5,True
2026-02-13,2026-02-13 21:00:00+00:00,2026-02-13 20:00:00+00:00,68729.57,True
2026-02-17,2026-02-17 21:00:00+00:00,2026-02-17 20:00:00+00:00,67712.49,True
2026-02-18,2026-02-18 21:00:00+00:00,2026-02-18 20:00:00+00:00,66221.41,True
2026-02-19,2026-02-19 21:00:00+00:00,2026-02-19 20:00:00+00:00,67125.14,True
2026-02-20,2026-02-20 21:00:00+00:00,2026-02-20 20:00:00+00:00,67733.36,True
2026-02-23,2026-02-23 21:00:00+00:00,2026-02-23 20:00:00+00:00,64463.59,True
2026-02-24,2026-02-24 21:00:00+00:00,2026-02-24 20:00:00+00:00,64474.97,True
2026-02-25,2026-02-25 21:00:00+00:00,2026-02-25 20:00:00+00:00,69177.78,True
2026-02-26,2026-02-26 21:00:00+00:00,2026-02-26 20:00:00+00:00,67434.87,True
2026-02-27,2026-02-27 21:00:00+00:00,2026-02-27 20:00:00+00:00,65590.47,True
2026-03-02,2026-03-02 21:00:00+00:00,2026-03-02 20:00:00+00:00,69128.01,True
2026-03-03,2026-03-03 21:00:00+00:00,2026-03-03 20:00:00+00:00,68264.6,True
2026-03-04,2026-03-04 21:00:00+00:00,2026-03-04 20:00:00+00:00,73077.92,True
2026-03-05,2026-03-05 21:00:00+00:00,2026-03-05 20:00:00+00:00,71233.32,True
2026-03-06,2026-03-06 21:00:00+00:00,2026-03-06 20:00:00+00:00,68102.86,True
2026-03-09,2026-03-09 20:00:00+00:00,2026-03-09 19:00:00+00:00,69012.12,True
2026-03-10,2026-03-10 20:00:00+00:00,2026-03-10 19:00:00+00:00,70055.27,True
2026-03-11,2026-03-11 20:00:00+00:00,2026-03-11 19:00:00+00:00,70670.11,True
2026-03-12,2026-03-12 20:00:00+00:00,2026-03-12 19:00:00+00:00,70462.0,True
2026-03-13,2026-03-13 20:00:00+00:00,2026-03-13 19:00:00+00:00,71190.64,True
2026-03-16,2026-03-16 20:00:00+00:00,2026-03-16 19:00:00+00:00,73969.53,True
2026-03-17,2026-03-17 20:00:00+00:00,2026-03-17 19:00:00+00:00,74542.28,True
2026-03-18,2026-03-18 20:00:00+00:00,2026-03-18 19:00:00+00:00,71065.73,True
2026-03-19,2026-03-19 20:00:00+00:00,2026-03-19 19:00:00+00:00,70265.41,True
2026-03-20,2026-03-20 20:00:00+00:00,2026-03-20 19:00:00+00:00,70169.39,True
2026-03-23,2026-03-23 20:00:00+00:00,2026-03-23 19:00:00+00:00,70660.88,True
2026-03-24,2026-03-24 20:00:00+00:00,2026-03-24 19:00:00+00:00,69334.0,True
2026-03-25,2026-03-25 20:00:00+00:00,2026-03-25 19:00:00+00:00,70859.88,True
2026-03-26,2026-03-26 20:00:00+00:00,2026-03-26 19:00:00+00:00,68479.59,True
2026-03-27,2026-03-27 20:00:00+00:00,2026-03-27 19:00:00+00:00,65975.02,True
2026-03-30,2026-03-30 20:00:00+00:00,2026-03-30 19:00:00+00:00,66488.0,True
2026-03-31,2026-03-31 20:00:00+00:00,2026-03-31 19:00:00+00:00,67772.92,True
2026-04-01,2026-04-01 20:00:00+00:00,2026-04-01 19:00:00+00:00,68162.03,True
2026-04-02,2026-04-02 20:00:00+00:00,2026-04-02 19:00:00+00:00,66976.06,True
2026-04-06,2026-04-06 20:00:00+00:00,2026-04-06 19:00:00+00:00,69732.99,True
2026-04-07,2026-04-07 20:00:00+00:00,2026-04-07 19:00:00+00:00,68993.62,True
2026-04-08,2026-04-08 20:00:00+00:00,2026-04-08 19:00:00+00:00,71331.51,True
2026-04-09,2026-04-09 20:00:00+00:00,2026-04-09 19:00:00+00:00,72136.37,True
2026-04-10,2026-04-10 20:00:00+00:00,2026-04-10 19:00:00+00:00,73286.01,True
2026-04-13,2026-04-13 20:00:00+00:00,2026-04-13 19:00:00+00:00,73373.2,True
2026-04-14,2026-04-14 20:00:00+00:00,2026-04-14 19:00:00+00:00,74299.83,True
2026-04-15,2026-04-15 20:00:00+00:00,2026-04-15 19:00:00+00:00,75048.06,True
2026-04-16,2026-04-16 20:00:00+00:00,2026-04-16 19:00:00+00:00,75378.0,True
2026-04-17,2026-04-17 20:00:00+00:00,2026-04-17 19:00:00+00:00,77453.07,True
2026-04-20,2026-04-20 20:00:00+00:00,2026-04-20 19:00:00+00:00,76337.42,True
2026-04-21,2026-04-21 20:00:00+00:00,2026-04-21 19:00:00+00:00,75030.96,True
2026-04-22,2026-04-22 20:00:00+00:00,2026-04-22 19:00:00+00:00,78878.3,True
2026-04-23,2026-04-23 20:00:00+00:00,2026-04-23 19:00:00+00:00,77743.16,True
2026-04-24,2026-04-24 20:00:00+00:00,2026-04-24 19:00:00+00:00,77659.72,True
2026-04-27,2026-04-27 20:00:00+00:00,2026-04-27 19:00:00+00:00,76886.0,True
2026-04-28,2026-04-28 20:00:00+00:00,2026-04-28 19:00:00+00:00,76308.13,True
2026-04-29,2026-04-29 20:00:00+00:00,2026-04-29 19:00:00+00:00,75526.0,True
2026-04-30,2026-04-30 20:00:00+00:00,2026-04-30 19:00:00+00:00,76375.39,True
2026-05-01,2026-05-01 20:00:00+00:00,2026-05-01 19:00:00+00:00,78374.85,True
2026-05-04,2026-05-04 20:00:00+00:00,2026-05-04 19:00:00+00:00,80052.2,True
2026-05-05,2026-05-05 20:00:00+00:00,2026-05-05 19:00:00+00:00,81611.95,True
2026-05-06,2026-05-06 20:00:00+00:00,2026-05-06 19:00:00+00:00,81457.38,True
2026-05-07,2026-05-07 20:00:00+00:00,2026-05-07 19:00:00+00:00,80142.85,True
2026-05-08,2026-05-08 20:00:00+00:00,2026-05-08 19:00:00+00:00,80149.99,True
2026-05-11,2026-05-11 20:00:00+00:00,2026-05-11 19:00:00+00:00,81956.0,True
2026-05-12,2026-05-12 20:00:00+00:00,2026-05-12 19:00:00+00:00,80820.63,True
2026-05-13,2026-05-13 20:00:00+00:00,2026-05-13 19:00:00+00:00,79612.0,True
2026-05-14,2026-05-14 20:00:00+00:00,2026-05-14 19:00:00+00:00,81439.17,True
2026-05-15,2026-05-15 20:00:00+00:00,2026-05-15 19:00:00+00:00,79089.14,True
2026-05-18,2026-05-18 20:00:00+00:00,2026-05-18 19:00:00+00:00,76859.05,True
2026-05-19,2026-05-19 20:00:00+00:00,2026-05-19 19:00:00+00:00,76758.13,True
2026-05-20,2026-05-20 20:00:00+00:00,2026-05-20 19:00:00+00:00,77598.0,True
2026-05-21,2026-05-21 20:00:00+00:00,2026-05-21 19:00:00+00:00,77613.34,True
2026-05-22,2026-05-22 20:00:00+00:00,2026-05-22 19:00:00+00:00,75769.44,True
2026-05-26,2026-05-26 20:00:00+00:00,2026-05-26 19:00:00+00:00,75919.93,True
2026-05-27,2026-05-27 20:00:00+00:00,2026-05-27 19:00:00+00:00,74920.54,True
2026-05-28,2026-05-28 20:00:00+00:00,2026-05-28 19:00:00+00:00,73318.39,True
2026-05-29,2026-05-29 20:00:00+00:00,2026-05-29 19:00:00+00:00,73404.1,True
2026-06-01,2026-06-01 20:00:00+00:00,2026-06-01 19:00:00+00:00,71488.84,True
2026-06-02,2026-06-02 20:00:00+00:00,2026-06-02 19:00:00+00:00,67213.59,True
2026-06-03,2026-06-03 20:00:00+00:00,2026-06-03 19:00:00+00:00,65356.01,True
2026-06-04,2026-06-04 20:00:00+00:00,2026-06-04 19:00:00+00:00,63541.28,True
2026-06-05,2026-06-05 20:00:00+00:00,2026-06-05 19:00:00+00:00,60264.11,True
2026-06-08,2026-06-08 20:00:00+00:00,2026-06-08 19:00:00+00:00,63352.53,True
2026-06-09,2026-06-09 20:00:00+00:00,2026-06-09 19:00:00+00:00,62044.83,True
2026-06-10,2026-06-10 20:00:00+00:00,2026-06-10 19:00:00+00:00,61882.0,True
2026-06-11,2026-06-11 20:00:00+00:00,2026-06-11 19:00:00+00:00,63548.0,True
2026-06-12,2026-06-12 20:00:00+00:00,2026-06-12 19:00:00+00:00,63552.05,True
2026-06-15,2026-06-15 20:00:00+00:00,2026-06-15 19:00:00+00:00,66577.42,True
2026-06-16,2026-06-16 20:00:00+00:00,2026-06-16 19:00:00+00:00,65622.49,True
2026-06-17,2026-06-17 20:00:00+00:00,2026-06-17 19:00:00+00:00,64241.65,True
2026-06-18,2026-06-18 20:00:00+00:00,2026-06-18 19:00:00+00:00,62872.8,True
2026-06-22,2026-06-22 20:00:00+00:00,2026-06-22 19:00:00+00:00,64408.02,True
2026-06-23,2026-06-23 20:00:00+00:00,2026-06-23 19:00:00+00:00,62310.83,True
2026-06-24,2026-06-24 20:00:00+00:00,2026-06-24 19:00:00+00:00,59858.28,True
2026-06-25,2026-06-25 20:00:00+00:00,2026-06-25 19:00:00+00:00,59220.01,True
2026-06-26,2026-06-26 20:00:00+00:00,2026-06-26 19:00:00+00:00,59655.5,True
2026-06-29,2026-06-29 20:00:00+00:00,2026-06-29 19:00:00+00:00,60332.0,True
2026-06-30,2026-06-30 20:00:00+00:00,2026-06-30 19:00:00+00:00,58716.53,True
2026-07-01,2026-07-01 20:00:00+00:00,2026-07-01 19:00:00+00:00,59971.68,True
2026-07-02,2026-07-02 20:00:00+00:00,2026-07-02 19:00:00+00:00,61424.29,True
2026-07-06,2026-07-06 20:00:00+00:00,2026-07-06 19:00:00+00:00,63692.7,True
2026-07-07,2026-07-07 20:00:00+00:00,2026-07-07 19:00:00+00:00,63776.81,True
2026-07-08,2026-07-08 20:00:00+00:00,2026-07-08 19:00:00+00:00,62223.7,True
2026-07-09,2026-07-09 20:00:00+00:00,2026-07-09 19:00:00+00:00,63193.84,True
2026-07-10,2026-07-10 20:00:00+00:00,2026-07-10 19:00:00+00:00,63878.41,True
2026-07-13,2026-07-13 20:00:00+00:00,2026-07-13 19:00:00+00:00,62210.67,True
2026-07-14,2026-07-14 20:00:00+00:00,2026-07-14 19:00:00+00:00,64542.41,True
2026-07-15,2026-07-15 20:00:00+00:00,2026-07-15 19:00:00+00:00,64941.86,True
2026-07-16,2026-07-16 20:00:00+00:00,2026-07-16 19:00:00+00:00,64217.54,True
2026-07-17,2026-07-17 20:00:00+00:00,2026-07-17 19:00:00+00:00,64113.2,True
2026-07-20,2026-07-20 20:00:00+00:00,2026-07-20 19:00:00+00:00,65099.39,True
2026-07-21,2026-07-21 20:00:00+00:00,2026-07-21 19:00:00+00:00,66424.0,True
2026-07-22,2026-07-22 20:00:00+00:00,2026-07-22 19:00:00+00:00,65894.99,True
2026-07-23,2026-07-23 20:00:00+00:00,2026-07-23 19:00:00+00:00,64778.48,True
2026-07-24,2026-07-24 20:00:00+00:00,2026-07-24 19:00:00+00:00,64163.76,True
2026-07-27,2026-07-27 20:00:00+00:00,2026-07-27 19:00:00+00:00,64915.15,True
2026-07-28,2026-07-28 20:00:00+00:00,2026-07-28 19:00:00+00:00,63825.78,True
2026-07-29,2026-07-29 20:00:00+00:00,2026-07-29 19:00:00+00:00,63515.6,True
2026-07-30,2026-07-30 20:00:00+00:00,2026-07-30 19:00:00+00:00,64741.54,True
2026-07-31,2026-07-31 20:00:00+00:00,2026-07-31 19:00:00+00:00,62903.64,True
2026-08-03,2026-08-03 20:00:00+00:00,2026-08-03 19:00:00+00:00,63813.48,True
2026-08-04,2026-08-04 20:00:00+00:00,2026-08-04 19:00:00+00:00,64197.18,True
2026-08-05,2026-08-05 20:00:00+00:00,2026-08-05 19:00:00+00:00,64794.63,True
2026-08-06,2026-08-06 20:00:00+00:00,2026-08-06 19:00:00+00:00,64390.13,True
2026-08-07,2026-08-07 20:00:00+00:00,2026-08-07 19:00:00+00:00,64914.79,True
2026-08-10,2026-08-10 20:00:00+00:00,2026-08-10 19:00:00+00:00,63977.9,True
2026-08-11,2026-08-11 20:00:00+00:00,2026-08-11 19:00:00+00:00,63468.75,True
2026-08-12,2026-08-12 20:00:00+00:00,2026-08-12 19:00:00+00:00,63344.07,True
2026-08-13,2026-08-13 20:00:00+00:00,2026-08-13 19:00:00+00:00,63339.67,True
2026-08-14,2026-08-14 20:00:00+00:00,2026-08-14 19:00:00+00:00,62892.03,True
2026-08-17,2026-08-17 20:00:00+00:00,2026-08-17 19:00:00+00:00,64262.0,True
2026-08-18,2026-08-18 20:00:00+00:00,2026-08-18 19:00:00+00:00,64610.51,True
2026-08-19,2026-08-19 20:00:00+00:00,2026-08-19 19:00:00+00:00,68418.55,True
2026-08-20,2026-08-20 20:00:00+00:00,2026-08-20 19:00:00+00:00,72669.36,True
2026-08-21,2026-08-21 20:00:00+00:00,2026-08-21 19:00:00+00:00,77003.92,True
2026-08-24,2026-08-24 20:00:00+00:00,2026-08-24 19:00:00+00:00,78746.35,True
2026-08-25,2026-08-25 20:00:00+00:00,2026-08-25 19:00:00+00:00,78928.78,True
2026-08-26,2026-08-26 20:00:00+00:00,2026-08-26 19:00:00+00:00,78475.06,True
2026-08-27,2026-08-27 20:00:00+00:00,2026-08-27 19:00:00+00:00,79910.05,True
2026-08-28,2026-08-28 20:00:00+00:00,2026-08-28 19:00:00+00:00,77559.99,True
2026-08-31,2026-08-31 20:00:00+00:00,2026-08-31 19:00:00+00:00,78893.63,True
